Customer_No,Campaign_ID,Treatment,Response,VAR_1,VAR_2,VAR_3,VAR_4,VAR_5,VAR_6,VAR_7,VAR_8,VAR_9,VAR_10,VAR_11,VAR_12,VAR_13,VAR_14,VAR_15,VAR_16,VAR_17,VAR_18,VAR_19,VAR_20
3916,1,0,0,0.53,0.05,0.66,0.53,0.57,0.27,0,0.88,0.44,1,0.16,0.89,0.10,0.54,0.17,0.65,0.76,0.44,0.30,0
3917,1,0,0,0.02,0.66,0.43,0.04,0.76,0.25,0,0.46,0.38,1,0.98,0.46,0.32,0.49,0.54,0.99,0.71,0.21,0.37,1
3918,1,1,0,0.93,0.67,0.25,0.41,0.76,0.57,1,0.67,0.56,1,0.61,0.02,0.99,0.22,0.56,0.67,0.36,0.36,0.34,1
3919,1,1,0,0.75,0.49,0.41,0.64,0.21,0.76,0,0.54,0.25,1,0.67,0.21,0.22,0.29,0.24,0.36,0.08,0.85,0.98,1
3920,1,1,0,0.57,0.77,0.19,0.48,0.48,0.15,0,0.93,0.54,0,0.79,0.52,0.94,0.42,0.32,0.26,0.45,0.23,0.71,1
3921,1,1,0,0.99,0.00,0.28,0.19,0.58,0.99,0,0.08,0.50,0,0.77,0.93,0.23,0.08,0.34,0.63,0.06,0.93,0.33,0
3922,1,1,0,0.96,0.38,0.39,0.46,0.67,0.73,1,0.81,0.42,0,0.06,0.51,0.42,0.46,0.08,0.73,0.07,0.03,0.22,0
3923,1,1,0,0.28,0.23,0.06,0.44,0.71,0.31,1,0.11,0.36,1,0.31,0.23,0.37,0.91,0.33,0.41,0.51,0.26,0.77,0
3924,1,1,1,0.31,0.71,0.62,0.60,0.61,0.95,1,0.27,0.12,0,0.37,0.47,0.33,0.43,0.56,0.97,0.98,0.82,0.69,1
3925,1,1,1,0.70,0.74,0.44,0.38,0.31,0.26,1,0.50,0.14,1,0.91,0.33,0.97,0.55,0.33,0.81,0.73,0.29,0.13,1
3926,1,1,0,0.05,0.25,0.59,0.65,0.18,0.89,1,0.40,0.45,1,0.61,0.13,0.41,0.63,0.40,0.80,0.70,0.84,0.46,0
3927,1,1,0,0.92,0.05,0.31,0.48,0.46,0.95,1,0.49,0.15,0,0.90,0.67,0.19,0.25,0.12,0.30,0.40,0.97,0.41,0
3928,1,1,0,0.25,0.83,0.16,0.47,0.54,0.02,1,0.46,0.59,0,0.61,0.69,0.02,0.59,0.55,0.12,0.07,0.68,0.43,0
3929,1,1,0,0.71,0.58,0.86,0.27,0.46,0.57,0,0.08,0.38,0,0.19,0.95,0.17,0.14,0.10,0.51,0.47,0.13,0.78,0
3930,1,1,0,0.32,0.46,0.85,0.88,0.37,0.08,0,0.31,0.30,0,0.53,0.99,0.74,0.56,0.28,0.79,0.81,0.63,0.61,0
3931,1,1,0,0.59,0.33,0.10,0.49,0.55,0.37,0,0.95,0.50,0,0.99,0.39,0.53,0.88,0.24,0.39,0.92,0.69,0.55,0
3932,1,1,0,0.31,0.38,0.76,0.35,0.33,0.97,0,0.01,0.39,1,0.24,0.60,0.93,0.35,0.30,0.53,0.18,0.01,0.65,1
3933,1,1,1,0.95,0.84,0.98,0.52,0.73,0.89,1,0.37,0.49,0,0.48,0.00,0.86,0.78,0.18,0.02,0.70,0.47,0.06,0
3934,1,1,0,0.94,0.03,0.22,0.24,0.54,0.01,1,0.53,0.30,1,0.20,0.02,0.61,0.97,0.17,0.76,0.02,0.24,0.42,0
3935,1,1,0,0.10,0.41,0.11,0.14,0.65,0.64,1,0.17,0.24,1,0.82,0.85,0.40,0.42,0.45,0.24,0.93,0.01,0.54,1
3936,1,0,0,0.52,0.30,0.45,0.59,0.27,0.50,0,0.33,0.25,1,0.52,0.62,0.74,1.00,0.44,0.46,0.55,0.25,0.14,1
3937,1,1,0,0.57,0.99,0.91,0.63,0.62,0.17,0,0.55,0.29,0,0.85,0.46,0.23,0.65,0.29,0.34,0.52,0.23,0.31,1
3938,1,1,0,0.46,0.01,0.43,0.07,0.59,0.47,0,0.92,0.63,0,0.49,0.78,0.20,0.53,0.61,0.60,0.57,0.47,0.37,0
3939,1,1,0,0.16,0.90,0.26,0.20,0.54,0.33,1,0.04,0.26,0,0.13,0.70,0.90,0.94,0.11,0.84,0.87,0.98,0.28,0
3940,1,1,0,0.19,0.02,0.25,0.23,0.45,0.91,0,0.50,0.22,0,0.22,0.89,0.00,0.31,0.39,0.98,0.51,0.82,0.90,1
3941,1,0,0,0.22,0.24,0.31,0.17,0.80,0.84,0,0.70,0.68,0,0.65,0.05,0.83,0.73,0.23,0.18,0.54,0.63,0.70,0
3942,1,0,0,0.28,0.11,0.12,0.46,0.69,0.77,1,0.85,0.44,1,0.83,0.29,0.28,0.06,0.38,0.94,0.44,0.03,0.73,0
3943,1,1,1,0.78,0.52,0.92,0.66,0.28,0.43,1,0.87,0.07,0,0.08,0.62,0.69,0.20,0.32,0.44,0.22,0.83,0.21,0
3944,1,1,1,0.25,0.60,0.95,0.30,0.83,0.75,1,0.78,0.10,1,0.16,0.72,0.27,0.28,0.08,0.85,0.93,0.34,0.31,1
3945,1,1,1,0.20,0.72,0.50,0.50,0.55,0.28,0,0.75,0.68,0,0.47,0.95,0.09,0.33,0.12,0.07,0.05,0.38,0.83,1
3946,1,1,0,0.92,0.43,0.22,0.42,0.63,0.56,0,0.25,0.23,1,0.20,0.22,0.09,0.89,0.17,1.00,0.27,0.68,0.24,0
3947,1,1,0,0.79,0.63,0.47,0.39,0.63,0.69,0,0.63,0.23,0,0.22,0.40,0.45,0.56,0.32,0.14,0.51,0.85,0.72,0
3948,1,1,0,0.09,0.48,0.66,0.54,0.37,0.44,1,0.47,0.19,0,0.62,0.30,0.41,0.53,0.33,0.56,0.06,0.19,0.14,0
3949,1,1,0,0.56,0.36,0.22,0.10,0.50,0.71,0,0.45,0.11,1,0.45,0.57,0.45,0.52,0.28,0.27,0.05,0.96,0.04,0
3950,1,0,0,0.93,0.93,0.61,0.32,0.37,0.73,0,0.32,0.28,1,0.62,0.57,0.07,0.48,0.56,0.70,0.46,0.66,0.03,0
3951,1,1,0,0.95,0.65,0.43,0.54,0.48,0.97,1,0.64,0.19,1,0.86,0.02,0.96,0.06,0.03,0.55,0.67,0.72,0.88,1
3952,1,1,0,0.35,0.48,0.68,0.20,0.57,0.31,0,0.26,0.28,1,0.02,0.45,0.52,0.98,0.46,0.98,0.36,0.68,0.32,1
3953,1,1,0,0.65,0.75,0.28,0.26,0.81,0.37,0,0.28,0.15,0,0.28,0.22,0.39,0.30,0.26,0.89,0.09,0.71,0.96,1
3954,1,1,1,0.78,0.56,0.68,0.30,0.37,0.07,1,0.90,0.37,0,0.22,0.44,0.38,0.17,0.33,0.89,0.72,0.11,0.78,1
3955,1,0,0,0.69,0.74,0.62,0.28,0.54,0.96,1,0.44,0.53,1,0.42,0.05,0.21,0.78,0.33,0.92,0.36,0.53,0.83,1
3956,1,1,0,0.70,0.67,0.58,0.16,0.73,0.85,0,0.74,0.22,1,0.02,0.09,0.77,0.55,0.51,0.09,0.04,0.40,0.77,0
3957,1,1,0,0.52,0.13,0.18,0.05,0.68,0.36,0,0.21,0.08,0,0.04,0.97,0.00,0.14,0.22,0.67,0.34,0.64,0.04,1
3958,1,1,0,0.59,0.97,0.23,0.54,0.30,0.56,0,0.95,0.12,0,0.93,0.90,0.93,0.36,0.33,0.53,0.69,0.80,0.08,0
3959,1,1,1,0.30,0.22,0.98,0.70,0.35,0.32,1,0.50,0.67,0,0.95,0.69,0.45,0.75,0.49,0.06,0.44,0.71,0.80,0
3960,1,0,0,0.89,0.61,0.08,0.14,0.68,0.82,1,0.44,0.56,0,0.55,0.63,0.17,0.86,0.47,0.67,0.39,0.80,0.16,0
3961,1,1,0,0.45,0.28,0.16,0.25,0.78,0.19,1,0.25,0.15,1,0.06,0.46,0.12,0.12,0.30,0.78,0.63,0.17,0.36,1
3962,1,1,0,0.63,0.38,0.18,0.27,0.47,0.56,1,0.27,0.45,1,0.62,0.80,0.87,0.60,0.41,0.83,0.59,0.44,0.09,0
3963,1,1,1,0.01,0.67,0.40,0.56,0.41,0.49,0,0.49,0.41,1,0.23,0.33,0.80,0.98,0.61,0.53,0.80,0.55,0.32,0
3964,1,1,0,0.58,0.78,0.02,0.49,0.31,0.39,0,0.50,0.34,0,0.24,0.75,0.02,0.13,0.25,0.55,0.54,0.54,0.43,0
3965,1,1,0,0.10,0.10,0.52,0.30,0.81,0.19,1,0.71,0.51,0,0.15,0.40,0.63,0.97,0.49,0.09,0.33,0.69,0.58,0
3966,1,1,0,0.19,0.11,0.80,0.35,0.40,0.35,0,0.94,0.68,1,0.75,0.29,0.01,0.83,0.62,0.71,0.26,0.18,0.96,1
3967,1,1,0,0.13,0.41,0.92,0.58,0.45,0.99,0,0.80,0.76,0,0.60,0.11,0.88,0.48,0.21,0.69,0.29,0.72,0.97,0
3968,1,1,0,0.45,0.41,0.06,0.10,0.46,0.26,1,0.64,0.46,0,0.63,0.17,0.60,0.85,0.52,0.10,0.37,0.17,0.46,1
3969,1,1,1,0.56,0.76,0.51,0.45,0.70,0.82,1,0.85,0.32,1,0.98,0.95,0.21,0.06,0.43,0.76,0.87,0.78,0.99,0
3970,1,1,0,0.07,0.66,0.99,0.41,0.57,0.59,1,0.52,0.45,1,0.68,0.80,0.35,0.64,0.55,0.53,0.55,0.23,0.79,0
3971,1,1,0,0.20,0.28,0.30,0.24,0.75,0.19,0,0.91,0.40,1,0.59,0.78,0.74,0.42,0.07,0.02,0.73,0.67,0.45,1
3972,1,0,0,0.99,0.09,0.16,0.12,0.89,0.78,0,0.28,0.25,0,0.45,0.93,0.68,0.97,0.46,0.62,0.03,0.13,0.71,0
3973,1,1,0,0.14,0.02,0.64,0.34,0.80,0.24,0,0.57,0.42,1,0.90,0.17,0.70,0.15,0.28,0.32,0.24,0.76,0.58,1
3974,1,1,0,0.60,0.42,1.00,0.40,0.44,0.75,1,0.23,0.08,1,0.91,0.23,0.69,0.96,0.85,0.19,0.21,0.51,0.47,0
3975,1,1,0,0.63,0.12,0.46,0.55,0.57,0.49,1,0.80,0.62,1,0.86,0.37,0.28,0.44,0.20,0.38,0.31,0.85,0.54,0
3976,1,1,0,0.94,0.87,0.36,0.41,0.57,0.41,1,0.06,0.03,1,0.95,0.25,0.66,0.01,0.27,0.92,0.96,0.16,0.49,1
3977,1,0,0,0.68,0.52,0.56,0.30,0.38,0.20,1,0.79,0.52,0,0.30,0.48,0.53,0.61,0.47,0.83,0.81,0.46,0.41,0
3978,1,1,1,0.54,0.21,0.81,0.40,0.49,0.29,1,0.88,0.38,0,0.57,0.16,0.07,0.69,0.60,0.44,0.48,0.41,0.87,0
3979,1,1,0,0.56,0.11,0.73,0.73,0.56,0.83,1,0.43,0.41,0,0.60,0.58,0.12,0.51,0.67,0.83,0.22,0.44,0.90,1
3980,1,1,0,0.78,0.87,0.52,0.15,0.46,0.82,0,0.30,0.50,1,0.45,0.72,0.11,0.12,0.13,0.05,0.56,0.02,0.40,1
3981,1,0,0,0.94,0.87,0.81,0.60,0.49,0.90,1,0.21,0.28,1,0.61,0.23,0.92,0.84,0.13,0.34,0.05,0.54,0.80,1
3982,1,1,0,0.92,0.47,0.34,0.36,0.33,0.77,0,0.98,0.33,0,0.43,0.73,0.53,0.48,0.40,0.37,0.04,0.38,0.31,0
3983,1,1,0,0.06,0.94,0.06,0.36,0.71,0.08,0,0.32,0.61,0,0.33,0.26,0.05,0.29,0.29,0.81,0.78,0.15,0.62,0
3984,1,1,1,0.12,0.19,0.97,0.66,0.26,0.81,0,0.71,0.39,0,0.47,0.53,0.32,0.42,0.69,0.82,0.54,0.71,0.84,0
3985,1,1,0,0.71,0.38,0.54,0.23,0.70,0.13,0,0.74,0.56,1,0.11,0.51,0.13,0.04,0.03,0.70,0.42,0.98,0.43,1
3986,1,1,0,0.18,0.59,0.27,0.19,0.68,0.92,0,0.98,0.17,0,0.61,0.89,0.91,0.87,0.87,0.85,0.12,0.56,0.54,0
3987,1,1,0,0.75,0.40,0.83,0.26,0.50,0.81,0,0.92,0.59,1,0.69,0.25,0.56,0.70,0.58,0.36,0.39,0.05,0.61,0
3988,1,0,0,0.77,0.17,0.85,0.61,0.69,0.41,1,0.61,0.55,1,0.77,0.08,0.75,0.61,0.16,0.80,0.63,0.54,0.08,1
3989,1,1,1,0.48,0.35,0.49,0.21,0.58,0.63,1,0.21,0.53,0,0.81,0.95,0.33,0.99,0.64,0.75,0.85,0.09,0.45,1
3990,1,1,0,0.56,0.20,0.12,0.37,0.34,0.36,0,0.87,0.42,0,0.06,0.34,0.88,0.95,0.76,0.22,0.29,0.27,0.94,0
3991,1,1,1,0.43,0.97,0.60,0.63,0.47,0.81,1,0.77,0.16,1,0.31,0.05,0.41,0.37,0.20,0.57,0.31,0.12,0.12,0
3992,1,1,0,0.71,0.57,0.25,0.40,0.39,0.33,0,0.53,0.46,0,0.36,0.87,0.52,0.62,0.62,0.49,0.44,0.77,0.80,0
3993,1,1,0,0.39,0.72,0.82,0.43,0.70,0.83,1,0.70,0.22,0,0.72,0.70,0.15,0.58,0.34,0.75,0.58,0.88,0.30,1
3994,1,1,1,0.58,0.10,0.80,0.44,0.57,0.47,1,0.69,0.44,0,0.96,0.75,0.41,0.08,0.02,0.39,0.70,0.38,0.45,1
3995,1,1,0,0.23,0.56,0.35,0.62,0.36,0.71,0,0.85,0.79,1,0.80,0.89,0.03,0.49,0.47,0.85,0.79,0.59,0.08,1
3996,1,1,0,0.60,0.51,0.81,0.83,0.27,0.04,0,0.18,0.34,0,0.64,0.95,0.97,0.87,0.50,0.15,0.76,0.44,0.31,1
3997,1,1,0,0.48,0.65,0.16,0.11,0.52,0.68,0,0.21,0.12,1,0.78,0.03,0.78,0.12,0.29,0.19,0.42,0.25,0.29,0
3998,1,1,0,0.06,0.79,0.39,0.44,0.74,0.24,1,0.90,0.14,1,0.40,0.07,0.61,0.49,0.49,0.32,0.09,0.26,0.54,1
3999,1,0,0,0.54,0.99,0.81,0.60,0.70,0.14,1,0.45,0.51,0,0.47,0.03,0.54,0.93,0.60,0.88,0.55,0.87,1.00,1
4000,1,1,0,0.34,0.08,0.06,0.13,0.59,0.45,0,0.36,0.10,0,0.36,0.82,0.42,0.61,0.63,0.57,0.32,0.15,0.77,1
4001,1,1,0,0.03,0.66,0.64,0.27,0.72,0.21,1,0.57,0.46,1,0.45,0.11,0.65,0.93,0.66,0.30,0.18,0.10,0.87,0
4002,1,0,0,0.76,0.40,0.50,0.59,0.34,0.35,0,0.17,0.37,1,0.09,0.42,0.82,0.81,0.35,0.08,0.65,0.94,0.35,1
4003,1,1,0,0.82,0.97,0.51,0.46,0.56,0.94,0,0.11,0.06,1,0.66,0.83,0.64,0.43,0.25,0.02,0.16,0.65,0.67,1
4004,1,1,0,0.39,0.25,0.40,0.19,0.60,0.13,1,0.74,0.10,0,0.20,0.42,0.48,0.84,0.79,0.15,0.05,0.01,0.09,1
4005,1,1,1,0.93,0.79,0.52,0.61,0.54,0.68,0,0.52,0.42,1,0.64,0.32,0.49,0.20,0.43,0.21,0.83,0.91,0.58,1
4006,1,0,0,0.43,0.88,0.60,0.52,0.51,0.15,0,0.62,0.18,0,0.81,0.45,0.86,0.63,0.53,0.48,0.95,0.15,0.47,1
4007,1,0,0,0.95,0.50,0.87,0.84,0.55,0.01,0,0.54,0.08,1,0.50,0.71,0.41,0.47,0.34,0.57,0.99,0.21,0.99,1
4008,1,0,0,0.03,0.61,0.05,0.24,0.49,0.88,1,0.39,0.26,1,0.37,0.85,0.75,0.94,0.82,0.02,0.15,0.30,0.05,1
4009,1,0,1,0.49,0.76,0.51,0.30,0.84,0.56,0,0.05,0.41,0,0.05,0.53,0.32,0.84,0.47,0.70,0.81,0.12,0.19,1
4010,1,0,0,0.38,0.09,0.11,0.34,0.39,0.27,0,0.21,0.24,0,0.84,0.03,0.03,0.10,0.41,0.87,0.51,0.64,0.28,1
4011,1,1,0,0.58,0.71,0.31,0.23,0.86,0.81,1,0.08,0.08,0,0.58,0.44,0.48,0.14,0.06,0.33,0.42,0.19,0.85,0
4012,1,1,0,0.82,0.36,0.40,0.15,0.76,1.00,0,0.05,0.32,1,0.19,0.79,0.98,0.52,0.23,0.53,0.40,0.41,0.45,0
4013,1,1,0,0.01,0.24,0.42,0.31,0.52,0.95,1,0.03,0.47,0,0.68,0.23,0.61,0.15,0.48,0.49,0.18,0.18,0.15,1
4014,1,1,0,0.65,0.45,0.26,0.49,0.72,0.11,0,0.53,0.31,0,0.65,0.48,0.35,0.85,0.72,0.50,0.94,0.56,0.83,0
4015,1,0,0,0.15,0.41,0.86,0.09,0.63,0.97,0,0.33,0.55,0,0.09,0.63,0.20,0.98,0.50,0.54,0.80,0.71,0.31,1
4016,1,1,0,0.37,0.33,0.40,0.48,0.73,0.34,1,0.42,0.23,0,0.01,0.98,0.26,0.13,0.06,0.41,0.80,0.41,0.35,0
4017,1,1,1,0.53,0.62,0.77,0.30,0.43,0.65,1,0.57,0.62,0,0.63,0.33,0.33,0.21,0.24,0.43,0.25,0.29,0.29,0
4018,1,0,1,0.46,0.37,0.74,0.21,0.48,0.91,1,0.16,0.09,1,0.63,0.29,0.61,0.75,0.48,0.19,0.86,0.13,0.61,1
4019,1,1,0,0.47,0.93,0.09,0.54,0.24,0.21,1,0.56,0.55,1,0.41,0.88,0.85,0.85,0.33,0.53,0.65,0.37,0.44,1
4020,1,0,1,0.75,0.98,0.86,0.81,0.55,0.53,1,0.27,0.46,1,0.53,0.78,0.48,0.40,0.58,0.83,0.75,0.60,0.14,0
4021,1,1,0,0.55,0.87,0.76,0.30,0.37,0.12,0,0.83,0.62,1,0.57,0.37,0.79,0.77,0.36,0.09,0.59,0.17,0.14,0
4022,1,1,0,0.88,0.45,0.14,0.48,0.53,0.78,1,0.07,0.08,0,0.34,0.95,0.60,0.34,0.08,0.42,0.16,0.94,0.08,1
4023,1,1,1,0.48,0.23,0.68,0.46,0.55,0.98,1,0.57,0.08,0,0.58,0.74,0.59,0.02,0.41,0.88,0.95,0.60,0.08,0
4024,1,1,0,0.26,0.57,0.26,0.22,0.61,0.11,0,0.35,0.36,0,0.19,0.71,0.96,0.33,0.35,0.72,0.87,0.87,0.23,1
4025,1,1,0,0.08,0.16,0.71,0.50,0.63,0.20,0,0.96,0.33,1,0.59,0.23,0.23,0.92,0.65,0.37,0.81,0.60,0.04,1
4026,1,0,1,0.72,0.97,0.55,0.32,0.50,0.87,0,0.95,0.55,1,0.72,0.46,0.70,0.70,0.40,0.65,0.94,0.88,0.27,1
4027,1,0,0,0.19,0.44,0.58,0.69,0.18,0.30,0,0.84,0.41,1,0.14,0.52,0.21,0.49,0.42,0.09,0.11,0.39,0.81,0
4028,1,0,0,0.86,0.80,0.51,0.51,0.32,0.67,1,0.14,0.39,0,0.48,0.33,0.14,0.47,0.23,0.76,0.99,0.88,0.46,1
4029,1,1,0,0.88,0.18,0.01,0.32,0.46,0.68,0,0.66,0.43,0,0.48,0.05,0.84,0.36,0.12,0.36,0.44,0.26,0.03,0
4030,1,1,1,0.68,0.84,0.76,0.18,0.54,0.42,0,0.64,0.25,0,0.60,0.06,0.45,0.06,0.07,0.04,0.40,0.34,0.56,1
4031,1,1,0,0.78,0.03,0.96,0.46,0.63,0.99,1,0.01,0.35,1,0.57,0.22,1.00,0.13,0.42,0.97,0.00,0.60,0.74,1
4032,1,1,1,0.72,0.90,0.60,0.35,0.68,0.82,1,0.80,0.45,1,0.71,0.28,0.44,0.28,0.06,0.77,0.04,0.50,0.29,1
4033,1,1,0,0.10,0.21,0.86,0.59,0.41,0.78,0,0.26,0.54,1,0.86,0.34,0.34,0.63,0.30,0.08,0.58,0.67,0.80,1
4034,1,1,0,0.88,0.45,0.80,0.29,0.68,0.36,0,0.66,0.63,0,0.66,0.65,0.33,0.89,0.24,0.02,0.07,0.98,0.89,1
4035,1,1,1,0.31,0.08,0.85,0.32,0.36,0.49,0,0.45,0.04,0,0.90,0.16,0.49,0.53,0.33,0.35,0.09,0.65,0.57,0
4036,1,1,0,0.05,0.85,0.86,0.35,0.76,0.61,1,0.09,0.46,0,0.41,0.15,0.11,0.76,0.22,0.64,0.46,0.42,0.28,0
4037,1,1,0,0.65,0.29,0.34,0.50,0.71,0.93,1,0.02,0.15,1,0.15,0.73,0.27,0.45,0.54,0.27,0.43,0.35,0.71,0
4038,1,1,0,0.69,0.83,0.98,0.20,0.59,0.54,1,0.36,0.09,0,0.60,0.95,0.66,0.37,0.52,0.05,0.51,0.35,0.99,1
4039,1,1,0,0.27,0.06,0.34,0.19,0.51,0.07,1,0.38,0.24,1,0.92,0.91,0.35,0.81,0.26,0.10,0.65,0.91,0.61,0
4040,1,1,0,0.85,0.47,0.07,0.25,0.82,0.10,1,0.98,0.31,1,0.98,0.63,0.20,0.42,0.37,0.21,0.88,0.96,0.96,0
4041,1,1,0,0.65,0.19,0.04,0.42,0.76,0.26,0,0.95,0.86,0,0.84,0.43,0.78,0.54,0.27,0.28,0.31,0.14,0.15,1
4042,1,1,0,0.51,0.45,0.38,0.22,0.84,0.71,1,0.11,0.42,1,0.81,0.73,0.53,0.53,0.47,0.24,0.87,0.67,0.68,0
4043,1,0,0,0.80,0.33,0.20,0.34,0.71,0.72,0,0.34,0.34,0,0.32,0.20,0.35,0.56,0.51,0.32,0.61,0.81,0.34,1
4044,1,1,1,0.54,0.32,0.05,0.29,0.84,0.31,0,0.55,0.40,0,0.70,0.76,0.78,0.88,0.39,0.52,0.88,0.78,0.83,0
4045,1,1,0,0.92,0.28,0.22,0.18,0.59,0.77,0,0.02,0.45,0,0.45,0.83,0.99,0.16,0.25,0.88,0.84,0.20,0.27,0
4046,1,1,0,0.32,0.51,0.44,0.10,0.45,0.69,1,0.87,0.45,0,0.00,0.64,0.95,0.82,0.46,0.53,0.25,0.91,0.66,0
4047,1,1,0,0.48,0.22,0.07,0.28,0.83,0.68,1,0.31,0.19,1,0.45,0.23,0.62,0.78,0.59,0.46,0.03,0.98,0.13,1
4048,1,1,0,0.24,0.04,0.85,0.60,0.67,0.03,0,0.12,0.42,1,0.15,0.70,0.60,0.73,0.33,0.28,0.27,0.63,0.32,1
4049,1,1,0,0.32,0.08,0.91,0.16,0.50,0.78,0,0.52,0.49,0,0.49,0.66,0.04,0.99,0.04,0.02,0.39,0.41,0.92,1
4050,1,1,1,0.10,0.99,0.60,0.19,0.68,0.53,1,0.94,0.64,0,0.42,0.74,0.57,0.23,0.18,0.33,0.87,0.16,0.90,0
4051,1,0,0,0.07,0.06,0.90,0.53,0.31,0.90,1,0.16,0.28,1,0.25,0.77,0.84,0.96,0.38,0.05,0.69,0.22,0.93,1
4052,1,1,0,0.11,0.92,0.71,0.40,0.38,0.10,0,0.75,0.40,1,0.84,0.55,0.20,0.77,0.39,0.05,0.37,0.27,0.48,0
4053,1,1,0,0.09,0.09,0.26,0.28,0.45,0.86,1,0.48,0.43,1,0.71,0.26,0.05,0.21,0.23,0.23,0.73,0.21,0.06,1
4054,1,1,0,0.14,0.06,0.50,0.25,0.86,0.13,0,0.89,0.79,1,0.91,0.40,0.76,0.63,0.47,0.92,0.32,0.84,0.04,0
4055,1,1,0,0.07,0.89,0.57,0.35,0.72,0.64,1,0.84,0.55,0,0.60,0.34,0.97,0.43,0.50,0.10,0.41,0.04,0.48,0
4056,1,0,0,0.96,0.56,0.39,0.49,0.59,0.53,0,0.03,0.44,1,0.26,0.70,0.80,0.99,0.66,0.76,0.68,0.50,0.61,0
4057,1,1,0,0.11,0.53,0.18,0.11,0.66,0.89,0,0.09,0.10,0,0.25,0.36,0.81,0.55,0.12,0.51,0.47,0.15,0.08,0
4058,1,1,1,0.63,0.19,0.97,0.86,0.23,0.75,1,0.79,0.68,0,0.55,0.76,0.90,0.87,0.63,0.14,0.09,0.15,0.92,1
4059,1,1,0,0.11,0.22,0.24,0.43,0.38,0.88,1,0.18,0.07,0,0.52,0.56,0.80,0.03,0.45,0.05,0.91,0.73,0.19,1
4060,1,1,0,0.67,0.27,0.02,0.42,0.76,0.89,1,0.69,0.41,1,0.40,0.16,0.12,0.73,0.32,0.10,0.54,0.53,0.98,0
4061,1,0,0,0.11,0.71,0.80,0.32,0.61,0.04,1,0.65,0.39,1,0.84,0.90,0.19,0.70,0.59,0.18,0.33,0.87,0.07,0
4062,1,1,0,0.73,0.14,0.09,0.20,0.72,0.50,1,0.98,0.41,1,0.52,0.19,0.21,0.28,0.55,0.46,0.18,0.00,0.95,0
4063,1,1,0,0.06,0.78,0.63,0.31,0.44,0.32,0,0.70,0.43,1,0.55,0.87,0.56,0.14,0.47,0.83,0.93,0.32,0.08,1
4064,1,0,0,0.58,0.08,0.85,0.66,0.55,1.00,0,0.39,0.28,0,0.48,0.14,0.83,0.41,0.27,0.44,0.26,0.22,0.07,1
4065,1,1,0,0.46,0.74,0.64,0.30,0.45,0.14,0,0.02,0.14,1,0.29,0.23,0.33,0.77,0.52,0.77,0.54,0.98,0.49,1
4066,1,1,0,0.59,0.15,0.29,0.27,0.56,0.17,1,0.33,0.24,0,0.33,0.51,0.95,0.05,0.02,0.06,0.07,0.23,0.25,0
4067,1,1,0,0.77,0.17,0.69,0.16,0.78,0.65,0,0.39,0.49,1,0.11,0.66,0.97,0.33,0.51,0.84,0.08,0.77,0.83,0
4068,1,0,1,0.85,0.09,0.78,0.49,0.46,0.72,1,0.82,0.46,0,0.40,0.70,0.61,0.37,0.41,0.71,0.66,0.61,0.52,1
4069,1,1,0,0.10,0.72,0.93,0.19,0.43,0.64,0,0.48,0.43,0,0.19,0.31,0.40,0.29,0.44,0.15,0.09,0.59,0.81,1
4070,1,1,0,0.28,0.36,0.27,0.28,0.37,0.79,0,0.67,0.71,0,0.88,0.37,0.72,0.40,0.17,0.82,0.39,0.24,0.89,0
4071,1,1,1,0.69,0.65,0.06,0.07,0.62,0.81,0,0.13,0.03,1,0.96,0.82,0.89,0.06,0.38,0.36,0.59,0.37,0.52,0
4072,1,1,0,0.19,0.25,0.02,0.19,0.84,0.39,0,0.90,0.22,1,0.52,0.41,0.63,0.44,0.28,0.64,0.16,0.40,0.98,0
4073,1,1,0,0.79,0.19,0.59,0.57,0.58,0.44,1,0.21,0.48,1,0.36,0.28,0.49,0.47,0.41,0.67,0.15,0.32,0.11,1
4074,1,1,0,0.23,0.45,0.89,0.42,0.76,0.93,1,0.45,0.16,1,0.91,0.22,0.18,0.34,0.54,0.25,0.93,0.15,0.39,1
4075,1,1,0,0.40,0.93,0.99,0.60,0.56,0.40,0,0.89,0.62,1,0.48,0.28,0.59,0.60,0.40,0.28,0.10,0.35,0.70,0
4076,1,1,0,0.80,0.85,0.51,0.13,0.68,0.52,0,0.30,0.53,0,0.89,0.74,0.15,0.35,0.38,0.13,0.91,0.39,0.42,1
4077,1,1,0,0.90,0.69,0.81,0.44,0.34,0.65,0,0.10,0.25,1,0.99,0.33,0.63,0.31,0.45,0.07,0.28,0.17,0.25,1
4078,1,1,0,0.16,0.06,0.50,0.18,0.43,0.34,1,0.65,0.45,1,0.52,0.77,0.68,0.80,0.57,0.25,0.91,0.46,0.65,1
4079,1,1,0,0.04,0.25,0.33,0.48,0.68,0.39,1,0.19,0.53,0,0.27,0.14,0.71,0.50,0.03,0.18,0.03,0.22,0.21,0
4080,1,0,0,1.00,0.57,0.07,0.11,0.67,0.09,0,0.90,0.77,1,0.92,0.52,0.67,0.33,0.33,0.25,0.63,0.61,0.11,0
4081,1,1,1,0.53,0.49,0.51,0.27,0.48,0.74,1,0.72,0.25,0,0.53,0.09,0.26,0.52,0.09,0.52,0.54,0.06,0.20,0
